Society,City/Site,Region,Polity,Year,Latitude,Longitude,Income Gini,Wealth Gini,Sources
,Venice,,,1400,45.44,12.32,,0.63,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Cervera,,,1412,41.67,1.27,,0.53,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Chieri,,,1437,45.01,7.82,,0.669,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Toulouse,,,1437,43.6,1.44,,0.606,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1450,43.77,11.26,,0.625,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1450,45.07,7.69,,0.605,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1450,45.44,12.32,,0.65,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1460,43.47,11.15,,0.52,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1498,48.37,10.9,,0.69,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Netherlands,1500,52.37,4.9,,0.49,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Savoy,1500,45.57,5.92,,0.61,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1500,43.77,11.26,,0.655,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1500,43.47,11.15,,0.57,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1500,45.07,7.69,,0.65,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1500,45.44,12.32,,0.62,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Cervera,,,1504,41.67,1.27,,0.64,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1515,48.37,10.9,,0.78,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Lodeve,,,1520,43.73,3.32,,0.65,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1525,48.37,10.9,,0.86,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1540,48.37,10.9,,0.87,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1540,43.47,11.15,,0.56,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Belgium,1550,50.85,4.35,,0.515,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Netherlands,1550,52.37,4.9,,0.56,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Savoy,1550,45.57,5.92,,0.62,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1550,43.77,11.26,,0.66,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1550,45.07,7.69,,0.66,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1550,45.44,12.32,,0.71,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1555,48.37,10.9,,0.885,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1556,48.37,10.9,,0.91,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1568,43.47,11.15,,0.66,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1575,48.37,10.9,,0.9,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Lodeve,,,1580,43.73,3.32,,0.715,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1585,48.37,10.9,,0.905,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Belgium,1600,50.85,4.35,,0.53,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Netherlands,1600,52.37,4.9,,0.58,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Savoy,1600,45.57,5.92,,0.67,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1600,43.77,11.26,,0.735,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,Apulia,,1600,41.13,16.85,,0.73,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1600,45.07,7.69,,0.675,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1600,45.44,12.32,,0.705,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1602,48.37,10.9,,0.907,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1620,48.37,10.9,,0.91,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1625,43.47,11.15,,0.66,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Lodeve,,,1626,43.73,3.32,,0.72,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1634,48.37,10.9,,0.885,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1648,48.37,10.9,,0.83,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Cervera,,,1648,41.67,1.27,,0.645,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Belgium,1650,50.85,4.35,,0.52,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Netherlands,1650,52.37,4.9,,0.595,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Savoy,1650,45.57,5.92,,0.685,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1650,43.77,11.26,,0.755,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,Apulia,,1650,41.13,16.85,,0.735,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1650,45.07,7.69,,0.73,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1650,45.44,12.32,,0.73,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1655,48.37,10.9,,0.805,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1660,48.37,10.9,,0.81,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1675,48.37,10.9,,0.795,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Lodeve,,,1697,43.73,3.32,,0.62,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Belgium,1700,50.85,4.35,,0.55,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,England and Wales,1700,51.51,-0.13,,0.54,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Netherlands,1700,52.37,4.9,,0.62,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Savoy,1700,45.57,5.92,,0.72,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1700,43.77,11.26,,0.82,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,Apulia,,1700,41.13,16.85,,0.775,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1700,45.07,7.69,,0.755,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1700,45.44,12.32,,0.77,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1701,48.37,10.9,,0.815,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1710,48.37,10.9,,0.81,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1710,43.47,11.15,,0.75,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Augsburg,,,1725,48.37,10.9,,0.84,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Lodeve,,,1730,43.73,3.32,,0.635,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Belgium,1750,50.85,4.35,,0.57,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,England and Wales,1750,51.51,-0.13,0.525,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Netherlands,1750,52.37,4.9,,0.63,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Poland,1750,52.23,21.01,,0.45,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Savoy,1750,45.57,5.92,,0.75,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1750,43.77,11.26,,0.85,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,Apulia,,1750,41.13,16.85,,0.81,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,Palencia,,1750,42.01,-4.52,0.485,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1750,45.07,7.69,,0.75,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1750,45.44,12.32,,0.725,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Thirteen Colonies,1774,39.95,-75.16,0.441,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Thirteen Colonies,1774,39.95,-75.16,,0.694,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1780,43.47,11.15,,0.755,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Belgium,1800,50.85,4.35,,0.59,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,England and Wales,1800,51.51,-0.13,,0.59,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Netherlands,1800,52.37,4.9,,0.63,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Poland,1800,52.23,21.01,,0.472,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Savoy,1800,45.57,5.92,,0.78,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,United States,1800,38.91,-77.04,,0.455,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1800,45.07,7.69,,0.78,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Venice,,,1800,45.44,12.32,,0.74,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,Voivodeship of Krakow,,1576,50.06,19.94,0.51,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Krakow,,,1576,50.06,19.94,0.48,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Czestochowa,,,1810.5,50.81,19.12,0.2699,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Kalisz,,,1810.5,51.76,18.09,0.5351,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Konin,,,1810.5,52.22,18.25,0.3012,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Odalanow,,,1810.5,51.57,17.67,0.2991,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Ostrzeszow,,,1810.5,51.41,17.92,0.2775,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Piotrkow,,,1810.5,51.4,19.7,0.347,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Radomsko,,,1810.5,51.07,19.44,0.2732,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Sieradz,,,1810.5,51.59,18.73,0.3071,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Szadek,,,1810.5,51.69,18.98,0.296,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Warta,,,1810.5,51.71,18.63,0.3608,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,Wielun,,,1810.5,51.22,18.57,0.32,,https://www.researchgate.net/profile/Marcin-Wronski-2/publication/357027906_Income_inequality_in_the_Duchy_of_Warsaw/links/638b9a712c563722f235825e/Income-inequality-in-the-Duchy-of-Warsaw.pdf?origin=publication_detail&_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uRG93bmxvYWQiLCJwcmV2aW91c1BhZ2UiOiJwdWJsaWNhdGlvbiJ9fQ
,,Carpathian Basin,,-6000,47.49,19.04,,0.33,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-5500,47.49,19.04,,0.28,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-5000,47.49,19.04,,0.3,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-4500,47.49,19.04,,0.32,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-4000,47.49,19.04,,0.38,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-3000,47.49,19.04,,0.34,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-2000,47.49,19.04,,0.3,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-1500,47.49,19.04,,0.32,https://www.researchsquare.com/article/rs-4844801/v1
,,Carpathian Basin,,-1000,47.49,19.04,,0.35,https://www.researchsquare.com/article/rs-4844801/v1
,,,Chile,1900,-33.45,-70.67,0.63,,Rodriguez Weber (2014)
,,,Chile,1920,-33.45,-70.67,0.6,,Rodriguez Weber (2014)
,,,Colombia,1870,4.71,-74.07,0.58,,Rodriguez Weber (2017)
