Society,City/Site,Region,Polity,Year,Latitude,Longitude,Income Gini,Wealth Gini,Sources
,Lübeck,,,1750,53.87,10.69,,0.5,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schwäbisch Hall,,,1750,49.11,9.74,,0.7,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1800,51.16,10.45,,0.59,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Augsburg,,,1800,48.37,10.9,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Cappeln (Teckl.),,,1800,52.32,7.88,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Deuchelried,,,1800,47.7,9.85,,0.55,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Frankfurt a. M.,,,1800,50.11,8.68,,0.7,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Hasloch (Wertheim),,,1800,49.8,9.5,,0.5,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Königshofen,,,1800,50.3,10.47,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schötmar (Lippe),,,1800,52.07,8.76,,0.73,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Wangen,,,1800,47.68,9.83,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Kaditshwene,,,1750,-25.33,26.18,,0.661,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5EF11426C5B6721CB9B067DBB4720E24/S0003598X23001941a.pdf/inequality-or-insecurity-the-case-of-pre-colonial-farming-communities-in-southern-africa.pdf
,Marothodi,,,1750,-25.29,27.08,,0.4013,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5EF11426C5B6721CB9B067DBB4720E24/S0003598X23001941a.pdf/inequality-or-insecurity-the-case-of-pre-colonial-farming-communities-in-southern-africa.pdf
,Molokwane,,,1750,-25.68,27.2,,0.4805,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5EF11426C5B6721CB9B067DBB4720E24/S0003598X23001941a.pdf/inequality-or-insecurity-the-case-of-pre-colonial-farming-communities-in-southern-africa.pdf
,Farmana,,,-2250,29.02,76.28,,0.496,https://www.heritageuniversityofkerala.com/JournalPDF/Volume10/1.pdf
,Kalibangan,,,-2250,29.47,74.13,,0.498,https://www.heritageuniversityofkerala.com/JournalPDF/Volume10/1.pdf
,Lothal,,,-2250,22.52,72.25,,0.769,https://www.heritageuniversityofkerala.com/JournalPDF/Volume10/1.pdf
,Rakhigarhi,,,-2250,29.27,76.11,,0.465,https://www.heritageuniversityofkerala.com/JournalPDF/Volume10/1.pdf
,,American Southwest,,800,34.5,-111.5,,0.52,https://www.journals.uchicago.edu/doi/abs/10.1086/687982
,,Bingzhou (north-central),,2,37.87,112.55,0.537,,https://www.nature.com/articles/s41467-025-58581-0
,,Jiaozhi (far south),,2,21.03,105.85,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Jingzhou,,2,30.33,112.23,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Jizhou,,2,36.31,114.39,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Liangzhou (northwest),,2,37.93,102.64,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Qingzhou,,2,36.83,118.31,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Shuzhou (Sichuan region),,2,30.66,104.06,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,"Sili (central, capital)",,2,34.66,112.44,0.612,,https://www.nature.com/articles/s41467-025-58581-0
,,Xuzhou,,2,34.26,117.18,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Yangzhou,,2,32.39,119.42,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Yanzhou,,2,35.34,115.57,0.462,,https://www.nature.com/articles/s41467-025-58581-0
,,Yongzhou (central-west),,2,34.27,108.94,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Yuzhou,,2,34.03,113.82,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Achaea,,165,37.94,22.93,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Aegyptus,,165,31.2,29.92,0.462,,https://www.nature.com/articles/s41467-025-58581-0
,,Africa Proconsularis,,165,36.85,10.33,0.462,,https://www.nature.com/articles/s41467-025-58581-0
,,Asia,,165,37.94,27.34,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Bithynia et Pontus,,165,40.76,29.92,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Britannia,,165,51.51,-0.13,0.312,,https://www.nature.com/articles/s41467-025-58581-0
,,Cappadocia,,165,38.73,35.48,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Cilicia,,165,36.92,34.9,0.387,,https://www.nature.com/articles/s41467-025-58581-0
,,Cyrenaica,,165,32.82,21.86,0.462,,https://www.nature.com/articles/s41467-025-58581-0
,,Galatia,,165,39.93,32.86,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Gallia,,165,45.76,4.83,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Germania,,165,50.94,6.96,0.337,,https://www.nature.com/articles/s41467-025-58581-0
,,Hispania,,165,41.12,1.25,0.387,,https://www.nature.com/articles/s41467-025-58581-0
,,Illyricum,,165,43.54,16.48,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Italia,,165,41.9,12.5,0.587,,https://www.nature.com/articles/s41467-025-58581-0
,,Judaea,,165,32.5,34.9,0.387,,https://www.nature.com/articles/s41467-025-58581-0
,,Macedonia,,165,40.64,22.94,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,,Mauretania Caesariensis,,165,36.61,2.19,0.462,,https://www.nature.com/articles/s41467-025-58581-0
,,Mauretania Tingitana,,165,35.76,-5.8,0.387,,https://www.nature.com/articles/s41467-025-58581-0
,,Syria,,165,36.2,36.16,0.387,,https://www.nature.com/articles/s41467-025-58581-0
,,Thracia,,165,42.15,24.75,0.412,,https://www.nature.com/articles/s41467-025-58581-0
,Aşıklı Höyük,,,-7800,38.35,34.23,,0.252,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Canhasan III,,,-6250,37.2,33.25,,0.271,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Jiangzhai,,,-4000,34.38,109.21,,0.14,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Nebelivka,,,-3800,48.62,30.58,,0.232,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Arad,,,-3000,31.28,35.12,,0.488,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Caral,,,-2500,-10.89,-77.52,,0.413,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Mohenjo-daro,,,-2250,27.33,68.13,,0.459,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Mohenjo-daro,,,-2250,27.33,68.13,,0.227,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell al-Raqā‘i,,,-2250,36.44,40.79,,0.231,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Ur,,,-2050,30.96,46.1,,0.703,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell Asmar,,,-1950,33.75,44.75,,0.489,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Haradum,,,-1800,34.33,42.14,,0.311,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell Halawa A,,,-1800,36.03,38.17,,0.379,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-46, Canada (BC)",,,-1500,54.24,-130.38,,0.16,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-78, Canada (BC)",,,-1500,54.31,-130.46,,0.113,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gc-To-9, Canada (BC)",,,-1500,54.33,-130.35,,0.065,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Nuzi,,,-1425,35.37,44.25,,0.272,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Ugarit,,,-1300,35.6,35.78,,0.282,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell Bazi,,,-1250,36.43,38.28,,0.282,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell Masos,,,-1100,31.21,34.97,,0.197,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-89, Canada (BC)",,,-1000,54.33,-130.46,,0.137,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-9, Canada (BC)",,,-1000,54.33,-130.35,,0.078,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gc-To-52, Canada (BC)",,,-1000,54.36,-130.47,,0.091,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"SAS 35, Alaska (USA)",,,-1000,57.1,-153.24,,0.158,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"SAS 9, Alaska (USA)",,,-1000,57.1,-153.24,,0.105,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Daepyeongni,,,-900,35.22,127.96,,0.216,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Gwanchangni,,,-900,36.38,126.58,,0.28,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Assur,,,-750,35.46,43.26,,0.49,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Beer-Sheba,,,-750,31.24,34.84,,0.334,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell Beit Mirsim,,,-750,31.46,34.91,,0.179,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell en-Nasbeh,,,-750,31.89,35.22,,0.197,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tell Mastuma,,,-750,35.88,36.63,,0.304,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Khonkho,,,-500,-16.81,-68.67,,0.133,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Wankane,,,-500,-16.81,-68.67,,0.117,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Pompeii, Italy",,,100,40.75,14.49,,0.607,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"St Albans Early, Great Britain",,,100,51.75,-0.36,,0,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"St Albans Initial, Great Britain",,,100,51.75,-0.36,,0,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Camp Ground, Great Britain",,,250,52.38,0.02,,0.462,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Cirencester (Middle), Great Britain",,,250,51.71,-1.96,,0.125,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Ostia, Italy",,,250,41.76,12.29,,0.266,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Silchester, Great Britain",,,250,51.36,-1.08,,0.328,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Cirencester (Late), Great Britain",,,350,51.71,-1.96,,0.272,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"St Albans Late, Great Britain",,,350,51.75,-0.36,,0.273,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"El Palmillo, Mexico",,,600,16.87,-96.36,,0.332,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Gallindo,,,600,-8.08,-78.91,,0.888,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Jach’a Pucara,,,700,-19.79,-67.72,,0.197,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Jirira,,,700,-19.85,-67.55,,0.198,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Loma Bajala,,,700,-19.82,-67.74,,0.171,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Murmuntani,,,700,-19.81,-67.75,,0.291,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Tastil,,,700,-24.45,-65.96,,0.224,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Colha, Belize",,,750,17.97,-88.37,,0.574,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"El Caoba, Honduras",,,750,16.47,-90.6,,0.317,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Sayil, Mexico",,,750,20.18,-89.65,,0.392,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Tikal, Guatemala",,,750,17.22,-89.62,,0.513,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Uxbenká, Belize",,,750,16.24,-89.07,,0.301,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Altar de Sacrificios, Guatemala",,,800,16.48,-90.52,,0.26,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"El Pabellon, Guatemala",,,800,16.47,-90.55,,0.371,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"El Trapiche, Guatemala",,,800,16.49,-90.54,,0.378,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Ix Kuku’il, Belize",,,800,16.27,-89.13,,0.356,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Ixcoche, Guatemala",,,800,16.48,-90.58,,0.406,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Los Peurquitos, Guatemala",,,800,16.46,-90.5,,0.254,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Mitla Fortress, Mexico",,,800,16.93,-96.18,,0.352,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Omo M12,,,800,-17.24,-70.98,,0.337,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Vega de la Pista, Mexico",,,800,16.5,-90.61,,0.333,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Xochicalco, Mexico",,,800,18.8,-99.3,,0.277,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"CA1030, United States",,,970,43.55,-105.29,,0.198,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"5 mi. W of Big Bead, USA",,,1000,35.49,-107.31,,0.12,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"CA89, United States",,,1000,43.92,-105.42,,0.158,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"John H. Faust (Moorehead), USA",,,1000,38.54,-89.82,,0.039,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Sican,,,1000,-6.47,-79.79,,0.523,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Big Bead Mesa, USA",,,1300,35.49,-107.22,,0.126,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Cerro Prieto, USA",,,1300,32.53,-111.42,,0.126,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"J. Sprague (Lohman), USA",,,1300,38.54,-89.82,,0.167,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"J. Sprague (Moorehead), USA",,,1300,38.54,-89.82,,0,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"John H. Faust (Stirling), USA",,,1300,38.54,-89.82,,0.044,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Meddler Point, USA",,,1300,33.63,-110.95,,0.203,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Orayvi, USA",,,1300,35.88,-110.64,,0.322,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Stirling, USA",,,1300,38.66,-90.06,,0.073,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Huanuco Pampa,,,1450,-9.87,-76.82,,0.524,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,La Huerta,,,1450,-23.46,-65.22,,0.358,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Ollantaytambo,,,1450,-13.26,-72.26,,0.196,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Pucara de Tilcara,,,1450,-23.59,-65.4,,0.301,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-28, Canada (BC)",,,1800,54.27,-130.37,,0.124,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-6, Canada (BC)",,,1800,54.33,-130.34,,0.13,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-7, Canada (BC)",,,1800,54.33,-130.41,,0.169,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gb-To-8, Canada (BC)",,,1800,54.33,-130.34,,0.104,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Gc-To-51, Canada (BC)",,,1800,54.36,-130.48,,0.16,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"Yangoru Boiken, Sima village, PNG",,,1800,-3.62,143.32,,0.15,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,"CO754, United States",,,Unknown,43.34,-106.05,,0.151,https://www.pnas.org/doi/10.1073/pnas.2400699121#supplementary-materials
,Rostock,,,1410,54.09,12.13,,0.48,https://www.researchgate.net/figure/Long-term-trends-in-wealth-inequality-in-France-Germany-and-Spain-1300-1800_fig2_349907970
,Rostock,,,1455,54.09,12.13,,0.56,https://www.researchgate.net/figure/Long-term-trends-in-wealth-inequality-in-France-Germany-and-Spain-1300-1800_fig2_349907970
,Rostock,,,1480,54.09,12.13,,0.61,https://www.researchgate.net/figure/Long-term-trends-in-wealth-inequality-in-France-Germany-and-Spain-1300-1800_fig2_349907970
,Rostock,,,1552,54.09,12.13,,0.63,https://www.researchgate.net/figure/Long-term-trends-in-wealth-inequality-in-France-Germany-and-Spain-1300-1800_fig2_349907970
,Rostock,,,1565,54.09,12.13,,0.62,https://www.researchgate.net/figure/Long-term-trends-in-wealth-inequality-in-France-Germany-and-Spain-1300-1800_fig2_349907970
,,,England and Wales,1801,51.51,-0.13,0.52,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,Bihar (India),,1807,25.59,85.14,0.34,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,Netherlands,1808,52.37,4.9,0.57,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,Department of Kalisz,,1810.5,51.76,18.09,0.34,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,Kingdom of Naples,1811,40.85,14.27,0.28,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,Warsaw,,,1833,52.23,21.01,0.59,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,United States,1850,38.91,-77.04,0.49,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,Prussia,1852,52.52,13.4,0.38,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,Chile,1860,-33.45,-70.67,0.47,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,Brazil,1872,-15.79,-47.88,0.43,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,Peru,1876,-12.04,-77.03,0.42,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,China,1880,39.9,116.41,0.25,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,Java,,1880,-6.2,106.82,0.4,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,Maghreb,,1880,36.75,3.06,0.57,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,European Russia,,1904,55.75,37.62,0.36,,https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906https://www.researchgate.net/figure/ncome-inequality-in-the-19th-century-Gini-index_fig2_357027906
,,,Britain,-800,51.51,-0.13,,0.32,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Italy,-350,41.9,12.5,,0.5,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,0,41.9,12.5,0.2,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Britain,43,51.51,-0.13,,0.52,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,150,41.9,12.5,0.41,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,300,41.9,12.5,0.14,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,400,41.9,12.5,0.125,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,500,41.9,12.5,0.13,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,525,41.9,12.5,0.135,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,615,41.9,12.5,0.115,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Roman Empire,700,41.9,12.5,0.08,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Iraq,900,33.31,44.36,0.59,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Byzantine Empire,1000,41.01,28.98,0.42,,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Britain,1066,51.51,-0.13,,0.4,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,England and Wales,1300,51.51,-0.13,,0.37,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1300,45.07,7.69,,0.71,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Chieri,,,1311,45.01,7.82,,0.715,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Toulouse,,,1311,43.6,1.44,,0.752,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Prato,,,1325,43.88,11.1,,0.703,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1338,43.47,11.15,,0.53,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1350,45.07,7.69,,0.66,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1360,43.47,11.15,,0.475,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1365,43.47,11.15,,0.395,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Prato,,,1372,43.88,11.1,,0.591,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1380,43.47,11.15,,0.465,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1395,43.47,11.15,,0.46,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,,,Tuscany,1400,43.77,11.26,,0.65,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Lodeve,,,1400,43.73,3.32,,0.575,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Poggibonsi,,,1400,43.47,11.15,,0.53,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
,Turin,,,1400,45.07,7.69,,0.62,https://www.researchgate.net/figure/ncome-inequality-in-the-Roman-Empire-14-700-Gini-indexes_fig1_349907970
